name,tag,market
VIP Industries Limited,VIPIND.NS,NSE
ION Exchange (India) Limited,IONEXCHANG.NS,NSE
Responsive Industries Limited,RESPONIND.NS,NSE
Mishra Dhatu Nigam Limited,MIDHANI.NS,NSE
Electronics Mart India Limited,EMIL.NS,NSE
Gujarat Ambuja Exports Limited,GAEL.NS,NSE
Balrampur Chini Mills Limited,BALRAMCHIN.NS,NSE
Strides Pharma Science Limited,STAR.NS,NSE
Jubilant Ingrevia Limited,JUBLINGREA.NS,NSE
Sarda Energy & Minerals Limited,SARDAEN.NS,NSE
JM Financial Limited,JMFINANCIL.NS,NSE
The South Indian Bank Limited,SOUTHBANK.NS,NSE
HEG Limited,HEG.NS,NSE
Chemplast Sanmar Limited,CHEMPLASTS.NS,NSE
Arvind Limited,ARVIND.NS,NSE
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,NSE
NAVA LIMITED,NAVA.NS,NSE
Allcargo Logistics Limited,ALLCARGO.NS,NSE
Indo Count Industries Limited,ICIL.NS,NSE
Inox Wind Energy Limited,IWEL.NS,NSE
KNR Constructions Limited,KNRCON.NS,NSE
FDC Limited,FDC.NS,NSE
Religare Enterprises Limited,RELIGARE.NS,NSE
Gravita India Limited,GRAVITA.NS,NSE
Keystone Realtors Limited,RUSTOMJEE.NS,NSE
Marksans Pharma Limited,MARKSANS.NS,NSE
NIIT Learning Systems Limited,NIITMTS.NS,NSE
Ahluwalia Contracts (India) Limited,AHLUCONT.NS,NSE
Just Dial Limited,JUSTDIAL.NS,NSE
Triveni Engineering & Industries Limited,TRIVENI.NS,NSE
TVS Supply Chain Solutions Limited,TVSSCS.NS,NSE
Garware Technical Fibres Limited,GARFIBRES.NS,NSE
Vesuvius India Limited,VESUVIUS.NS,NSE
Saregama India Limited,SAREGAMA.NS,NSE
Dilip Buildcon Limited,DBL.NS,NSE
India Shelter Finance Corporation Limited,INDIASHLTR.NS,NSE
Blue Jet Healthcare Limited,BLUEJET.NS,NSE
Balaji Amines Limited,BALAMINES.NS,NSE
Isgec Heavy Engineering Limited,ISGEC.NS,NSE
Avanti Feeds Limited,AVANTIFEED.NS,NSE
The India Cements Limited,INDIACEM.NS,NSE
Mrs. Bectors Food Specialities Limited,BECTORFOOD.NS,NSE
Campus Activewear Limited,CAMPUS.NS,NSE
LT Foods Limited,LTFOODS.NS,NSE
Vijaya Diagnostic Centre Limited,VIJAYA.NS,NSE
Go Fashion (India) Limited,GOCOLORS.NS,NSE
BOROSIL RENEWABLES LIMITED,BORORENEW.NS,NSE
Laxmi Organic Industries Limited,LXCHEM.NS,NSE
Greenlam Industries Limited,GREENLAM.NS,NSE
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT.NS,NSE
CMS Info Systems Limited,CMSINFO.NS,NSE
KRBL Limited,KRBL.NS,NSE
Ethos Limited,ETHOSLTD.NS,NSE
Texmaco Rail & Engineering Limited,TEXRAIL.NS,NSE
Transport Corporation of India Limited,TCI.NS,NSE
Indiabulls Real Estate Limited,IBREALEST.NS,NSE
Jindal Worldwide Limited,JINDWORLD.NS,NSE
eMudhra Limited,EMUDHRA.NS,NSE
PDS Limited,PDSL.NS,NSE
Ganesh Housing Corporation Limited,GANESHHOUC.NS,NSE
CSB Bank Limited,CSBBANK.NS,NSE
Share India Securities Limited,SHAREINDIA.NS,NSE
IFB Industries Limited,IFBIND.NS,NSE
Prince Pipes And Fittings Limited,PRINCEPIPE.NS,NSE
Vaibhav Global Limited,VAIBHAVGBL.NS,NSE
Arvind Fashions Limited,ARVINDFASN.NS,NSE
Edelweiss Financial Services Limited,EDELWEISS.NS,NSE
Senco Gold Limited,SENCO.NS,NSE
Spandana Sphoorty Financial Limited,SPANDANA.NS,NSE
Indigo Paints Limited,INDIGOPNTS.NS,NSE
Genus Power Infrastructures Limited,GENUSPOWER.NS,NSE
Symphony Limited,SYMPHONY.NS,NSE
H.G. Infra Engineering Limited,HGINFRA.NS,NSE
TIPS Industries Limited,TIPSINDLTD.NS,NSE
SIS LIMITED,SIS.NS,NSE
Mstc Limited,MSTCLTD.NS,NSE
Nesco Limited,NESCO.NS,NSE
Sanghvi Movers Limited,SANGHVIMOV.NS,NSE
Sandur Manganese & Iron Ores Limited,SANDUMA.NS,NSE
Ujjivan Financial Services Limited,UJJIVAN.NS,NSE
ITD Cementation India Limited,ITDCEM.NS,NSE
Cyient DLM Limited,CYIENTDLM.NS,NSE
EPL Limited,EPL.NS,NSE
Suprajit Engineering Limited,SUPRAJIT.NS,NSE
Sunteck Realty Limited,SUNTECK.NS,NSE
Hemisphere Properties India Limited,HEMIPROP.NS,NSE
MOIL Limited,MOIL.NS,NSE
Time Technoplast Limited,TIMETECHNO.NS,NSE
Astra Microwave Products Limited,ASTRAMICRO.NS,NSE
Transformers And Rectifiers (India) Limited,TRIL.NS,NSE
Wonderla Holidays Limited,WONDERLA.NS,NSE
ASK Automotive Limited,ASKAUTOLTD.NS,NSE
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG.NS,NSE
GMM Pfaudler Limited,GMMPFAUDLR.NS,NSE
Surya Roshni Limited,SURYAROSNI.NS,NSE
VST Industries Limited,VSTIND.NS,NSE
PTC India Limited,PTC.NS,NSE
JK Paper Limited,JKPAPER.NS,NSE
Sansera Engineering Limited,SANSERA.NS,NSE
Choice International Limited,CHOICEIN.NS,NSE
Aurionpro Solutions Limited,AURIONPRO.NS,NSE
Paisalo Digital Limited,PAISALO.NS,NSE
India Tourism Development Corporation Limited,ITDC.NS,NSE
Hindustan Foods Limited,HNDFDS.NS,NSE
Paradeep Phosphates Limited,PARADEEP.NS,NSE
Kesoram Industries Limited,KESORAMIND.NS,NSE
Hindustan Construction Company Limited,HCC.NS,NSE
Orchid Pharma Limited,ORCHPHARMA.NS,NSE
Jamna Auto Industries Limited,JAMNAAUTO.NS,NSE
ICRA Limited,ICRA.NS,NSE
R Systems International Limited,RSYSTEMS.NS,NSE
Prudent Corporate Advisory Services Limited,PRUDENT.NS,NSE
Mtar Technologies Limited,MTARTECH.NS,NSE
Utkarsh Small Finance Bank Limited,UTKARSHBNK.NS,NSE
Rain Industries Limited,RAIN.NS,NSE
Dynamatic Technologies Limited,DYNAMATECH.NS,NSE
Jai Corp Limited,JAICORPLTD.NS,NSE
Restaurant Brands Asia Limited,RBA.NS,NSE
Gateway Distriparks Limited,GATEWAY.NS,NSE
Puravankara Limited,PURVA.NS,NSE
Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS,NSE
Nazara Technologies Limited,NAZARA.NS,NSE
Rallis India Limited,RALLIS.NS,NSE
VRL Logistics Limited,VRLLOG.NS,NSE
Gabriel India Limited,GABRIEL.NS,NSE
Dodla Dairy Limited,DODLA.NS,NSE
J.Kumar Infraprojects Limited,JKIL.NS,NSE
Rolex Rings Limited,ROLEXRINGS.NS,NSE
VA Tech Wabag Limited,WABAG.NS,NSE
Pricol Limited,PRICOLLTD.NS,NSE
Healthcare Global Enterprises Limited,HCG.NS,NSE
AGI Greenpac Limited,AGI.NS,NSE
D.B.Corp Limited,DBCORP.NS,NSE
Fusion Micro Finance Limited,FUSION.NS,NSE
Dhanuka Agritech Limited,DHANUKA.NS,NSE
MAS Financial Services Limited,MASFIN.NS,NSE
Sula Vineyards Limited,SULA.NS,NSE
TD Power Systems Limited,TDPOWERSYS.NS,NSE
Gallantt Ispat Limited,GALLANTT.NS,NSE
Jayaswal Neco Industries Limited,JAYNECOIND.NS,NSE
Gulf Oil Lubricants India Limited,GULFOILLUB.NS,NSE
Samhi Hotels Limited,SAMHI.NS,NSE
Teamlease Services Limited,TEAMLEASE.NS,NSE
Kirloskar Pneumatic Company Limited,KIRLPNU.NS,NSE
Epigral Limited,EPIGRAL.NS,NSE
Technocraft Industries (India) Limited,TIIL.NS,NSE
Gopal Snacks Limited,GOPAL.NS,NSE
Jtekt India Limited,JTEKTINDIA.NS,NSE
HeidelbergCement India Limited,HEIDELBERG.NS,NSE
Sundaram Finance Holdings Limited,SUNDARMHLD.NS,NSE
RattanIndia Power Limited,RTNPOWER.NS,NSE
Sterlite Technologies Limited,STLTECH.NS,NSE
Jaiprakash Associates Limited,JPASSOCIAT.NS,NSE
Patel Engineering Limited,PATELENG.NS,NSE
Ashoka Buildcon Limited,ASHOKA.NS,NSE
Sindhu Trade Links Limited,SINDHUTRAD.NS,NSE
PG Electroplast Limited,PGEL.NS,NSE
National Fertilizers Limited,NFL.NS,NSE
Entero Healthcare Solutions Limited,ENTERO.NS,NSE
Jana Small Finance Bank Limited,JSFB.NS,NSE
Gokaldas Exports Limited,GOKEX.NS,NSE
Banco Products (I) Limited,BANCOINDIA.NS,NSE
V-Mart Retail Limited,VMART.NS,NSE
Shanthi Gears Limited,SHANTIGEAR.NS,NSE
GHCL Limited,GHCL.NS,NSE
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS,NSE
Welspun Enterprises Limited,WELENT.NS,NSE
Fedbank Financial Services Limited,FEDFINA.NS,NSE
NOCIL Limited,NOCIL.NS,NSE
TARC Limited,TARC.NS,NSE
Kewal Kiran Clothing Limited,KKCL.NS,NSE
Orient Electric Limited,ORIENTELEC.NS,NSE
Borosil Limited,BOROLTD.NS,NSE
Kirloskar Industries Limited,KIRLOSIND.NS,NSE
Balmer Lawrie & Company Limited,BALMLAWRIE.NS,NSE
Fineotex Chemical Limited,FCL.NS,NSE
Garware Hi-Tech Films Limited,GRWRHITECH.NS,NSE
Sharda Motor Industries Limited,SHARDAMOTR.NS,NSE
Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS,NSE
Max Estates Limited,MAXESTATES.NS,NSE
Tilaknagar Industries Limited,TI.NS,NSE
Ami Organics Limited,AMIORG.NS,NSE
Orient Cement Limited,ORIENTCEM.NS,NSE
Shilpa Medicare Limited,SHILPAMED.NS,NSE
Aarti Drugs Limited,AARTIDRUGS.NS,NSE
LG Balakrishnan & Bros Limited,LGBBROSLTD.NS,NSE
Aarti Pharmalabs Limited,AARTIPHARM.NS,NSE
TCI Express Limited,TCIEXP.NS,NSE
West Coast Paper Mills Limited,WSTCSTPAPR.NS,NSE
Advanced Enzyme Technologies Limited,ADVENZYMES.NS,NSE
Privi Speciality Chemicals Limited,PRIVISCL.NS,NSE
Greenpanel Industries Limited,GREENPANEL.NS,NSE
Venus Pipes & Tubes Limited,VENUSPIPES.NS,NSE
Black Box Limited,BBOX.NS,NSE
IIFL Securities Limited,IIFLSEC.NS,NSE
Pilani Investment and Industries Corporation Limited,PILANIINVS.NS,NSE
Rossari Biotech Limited,ROSSARI.NS,NSE
Kalyani Steels Limited,KSL.NS,NSE
DCB Bank Limited,DCBBANK.NS,NSE
Imagicaaworld Entertainment Limited,IMAGICAA.NS,NSE
Bajaj Hindusthan Sugar Limited,BAJAJHIND.NS,NSE
Dishman Carbogen Amcis Limited,DCAL.NS,NSE
Harsha Engineers International Limited,HARSHA.NS,NSE
Bharat Bijlee Limited,BBL.NS,NSE
Yatharth Hospital & Trauma Care Services Limited,YATHARTH.NS,NSE
The Orissa Minerals Development Company Limited,ORISSAMINE.NS,NSE
Thangamayil Jewellery Limited,THANGAMAYL.NS,NSE
Zaggle Prepaid Ocean Services Limited,ZAGGLE.NS,NSE
Bharat Rasayan Limited,BHARATRAS.NS,NSE
Kolte - Patil Developers Limited,KOLTEPATIL.NS,NSE
Kaveri Seed Company Limited,KSCL.NS,NSE
Medi Assist Healthcare Services Limited,MEDIASSIST.NS,NSE
Inox Green Energy Services Limited,INOXGREEN.NS,NSE
Hathway Cable & Datacom Limited,HATHWAY.NS,NSE
Steel Strips Wheels Limited,SSWL.NS,NSE
Unichem Laboratories Limited,UNICHEMLAB.NS,NSE
Cigniti Technologies Limited,CIGNITITEC.NS,NSE
Indian Metals & Ferro Alloys Limited,IMFA.NS,NSE
Ashapura Minechem Limited,ASHAPURMIN.NS,NSE
Hinduja Global Solutions Limited,HGS.NS,NSE
Muthoot Microfin Limited,MUTHOOTMF.NS,NSE
Subros Limited,SUBROS.NS,NSE
Ramky Infrastructure Limited,RAMKY.NS,NSE
Sunflag Iron And Steel Company Limited,SUNFLAG.NS,NSE
CARE Ratings Limited,CARERATING.NS,NSE
Gensol Engineering Limited,GENSOL.NS,NSE
Skipper Limited,SKIPPER.NS,NSE
La Opala RG Limited,LAOPALA.NS,NSE
Lumax Auto Technologies Limited,LUMAXTECH.NS,NSE
DCX Systems Limited,DCXINDIA.NS,NSE
Bombay Dyeing & Mfg Company Limited,BOMDYEING.NS,NSE
Hikal Limited,HIKAL.NS,NSE
Jain Irrigation Systems Limited,JISLJALEQS.NS,NSE
Cupid Limited,CUPID.NS,NSE
Avalon Technologies Limited,AVALON.NS,NSE
Lux Industries Limited,LUXIND.NS,NSE
Nucleus Software Exports Limited,NUCLEUS.NS,NSE
Tasty Bite Eatables Limited,TASTYBITE.NS,NSE
Savita Oil Technologies Limited,SOTL.NS,NSE
Arvind SmartSpaces Limited,ARVSMART.NS,NSE
Sandhar Technologies Limited,SANDHAR.NS,NSE
Salasar Techno Engineering Limited,SALASAR.NS,NSE
Neogen Chemicals Limited,NEOGEN.NS,NSE
Datamatics Global Services Limited,DATAMATICS.NS,NSE
JTL INDUSTRIES LIMITED,JTLIND.NS,NSE
The Anup Engineering Limited,ANUP.NS,NSE
Heritage Foods Limited,HERITGFOOD.NS,NSE
Thyrocare Technologies Limited,THYROCARE.NS,NSE
Vadilal Industries Limited,VADILALIND.NS,NSE
Navneet Education Limited,NAVNETEDUL.NS,NSE
Dish TV India Limited,DISHTV.NS,NSE
KDDL Limited,KDDL.NS,NSE
Sai Silks (Kalamandir) Limited,KALAMANDIR.NS,NSE
Landmark Cars Limited,LANDMARK.NS,NSE
Indoco Remedies Limited,INDOCO.NS,NSE
Bajaj Consumer Care Limited,BAJAJCON.NS,NSE
TVS Srichakra Limited,TVSSRICHAK.NS,NSE
Cartrade Tech Limited,CARTRADE.NS,NSE
Shivalik Bimetal Controls Limited,SBCL.NS,NSE
Fiem Industries Limited,FIEMIND.NS,NSE
Prakash Industries Limited,PRAKASH.NS,NSE
Delta Corp Limited,DELTACORP.NS,NSE
Rajratan Global Wire Limited,RAJRATAN.NS,NSE
Ideaforge Technology Limited,IDEAFORGE.NS,NSE
Mahindra Logistics Limited,MAHLOG.NS,NSE
Prime Focus Limited,PFOCUS.NS,NSE
Greaves Cotton Limited,GREAVESCOT.NS,NSE
Dollar Industries Limited,DOLLAR.NS,NSE
UFLEX Limited,UFLEX.NS,NSE
Unitech Limited,UNITECH.NS,NSE
BF Utilities Limited,BFUTILITIE.NS,NSE
Sharda Cropchem Limited,SHARDACROP.NS,NSE
Bannari Amman Sugars Limited,BANARISUG.NS,NSE
Sequent Scientific Limited,SEQUENT.NS,NSE
Greenply Industries Limited,GREENPLY.NS,NSE
Maithan Alloys Limited,MAITHANALL.NS,NSE
S H Kelkar and Company Limited,SHK.NS,NSE
Sundaram Clayton Limited,SUNCLAY.NS,NSE
Gufic Biosciences Limited,GUFICBIO.NS,NSE
BLS E-Services Limited,BLSE.NS,NSE
Diamond Power Infrastructure Limited,DIACABS.NS,NSE
ESAF Small Finance Bank Limited,ESAFSFB.NS,NSE
V.S.T Tillers Tractors Limited,VSTTILLERS.NS,NSE
HLE Glascoat Limited,HLEGLAS.NS,NSE
Brightcom Group Limited,BCG.NS,NSE
Goodluck India Limited,GOODLUCK.NS,NSE
Swaraj Engines Limited,SWARAJENG.NS,NSE
Seamec Limited,SEAMECLTD.NS,NSE
SML Isuzu Limited,SMLISUZU.NS,NSE
Ashiana Housing Limited,ASHIANA.NS,NSE
Dalmia Bharat Sugar and Industries Limited,DALMIASUG.NS,NSE
Hindware Home Innovation Limited,HINDWAREAP.NS,NSE
Sagar Cements Limited,SAGCEM.NS,NSE
Saksoft Limited,SAKSOFT.NS,NSE
Apollo Micro Systems Limited,APOLLO.NS,NSE
Supriya Lifescience Limited,SUPRIYA.NS,NSE
Automotive Axles Limited,AUTOAXLES.NS,NSE
Stylam Industries Limited,STYLAMIND.NS,NSE
Flair Writing Industries Limited,FLAIR.NS,NSE
Vindhya Telelinks Limited,VINDHYATEL.NS,NSE
CARYSIL LIMITED,CARYSIL.NS,NSE
Thejo Engineering Limited,THEJO.NS,NSE
MPS Limited,MPSLTD.NS,NSE
Marathon Nextgen Realty Limited,MARATHON.NS,NSE
ISMT Limited,ISMTLTD.NS,NSE
Filatex India Limited,FILATEX.NS,NSE
NRB Bearing Limited,NRBBEARING.NS,NSE
Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC.NS,NSE
Mold-Tek Packaging Limited,MOLDTKPAC.NS,NSE
Dreamfolks Services Limited,DREAMFOLKS.NS,NSE
GMR Power and Urban Infra Limited,GMRP&UI.NS,NSE
Shalby Limited,SHALBY.NS,NSE
Innova Captab Limited,INNOVACAP.NS,NSE
PTC India Financial Services Limited,PFS.NS,NSE
Ajmera Realty & Infra India Limited,AJMERA.NS,NSE
HMA Agro Industries Limited,HMAAGRO.NS,NSE
Nilkamal Limited,NILKAMAL.NS,NSE
RPG Life Sciences Limited,RPGLIFE.NS,NSE
Tatva Chintan Pharma Chem Limited,TATVA.NS,NSE
Styrenix Performance Materials Limited,STYRENIX.NS,NSE
Quick Heal Technologies Limited,QUICKHEAL.NS,NSE
Accelya Solutions India Limited,ACCELYA.NS,NSE
Repco Home Finance Limited,REPCOHOME.NS,NSE
PC Jeweller Limited,PCJEWELLER.NS,NSE
Apollo Pipes Limited,APOLLOPIPE.NS,NSE
Ganesha Ecosphere Limited,GANECOS.NS,NSE
Parag Milk Foods Limited,PARAGMILK.NS,NSE
Bajel Projects Limited,BAJEL.NS,NSE
PSP Projects Limited,PSPPROJECT.NS,NSE
Gujarat Industries Power Company Limited,GIPCL.NS,NSE
Xpro India Limited,XPROINDIA.NS,NSE
Pitti Engineering Limited,PITTIENG.NS,NSE
Shakti Pumps (India) Limited,SHAKTIPUMP.NS,NSE
Tide Water Oil Company (India) Limited,TIDEWATER.NS,NSE
Shaily Engineering Plastics Limited,SHAILY.NS,NSE
Eveready Industries India Limited,EVEREADY.NS,NSE
Confidence Petroleum India Limited,CONFIPET.NS,NSE
Polyplex Corporation Limited,POLYPLEX.NS,NSE
Taj GVK Hotels & Resorts Limited,TAJGVK.NS,NSE
Thirumalai Chemicals Limited,TIRUMALCHM.NS,NSE
Spectrum Electrical Industries Limited,SPECTRUM.NS,NSE
Paras Defence and Space Technologies Limited,PARAS.NS,NSE
Exicom Tele-Systems Limited,EXICOM.NS,NSE
Pearl Global Industries Limited,PGIL.NS,NSE
Manorama Industries Limited,MANORAMA.NS,NSE
Somany Ceramics Limited,SOMANYCERA.NS,NSE
Kingfa Science & Technology (India) Limited,KINGFA.NS,NSE
Fino Payments Bank Limited,FINOPB.NS,NSE
Uniparts India Limited,UNIPARTS.NS,NSE
IndoStar Capital Finance Limited,INDOSTAR.NS,NSE
Divgi Torqtransfer Systems Limited,DIVGIITTS.NS,NSE
Hindustan Oil Exploration Company Limited,HINDOILEXP.NS,NSE
SEPC Limited,SEPC.NS,NSE
India Glycols Limited,INDIAGLYCO.NS,NSE
India Pesticides Limited,IPL.NS,NSE
Genesys International Corporation Limited,GENESYS.NS,NSE
Sanghi Industries Limited,SANGHIIND.NS,NSE
Bombay Super Hybrid Seeds Limited,BSHSL.NS,NSE
Satin Creditcare Network Limited,SATIN.NS,NSE
AXISCADES Technologies Limited,AXISCADES.NS,NSE
Artemis Medicare Services Limited,ARTEMISMED.NS,NSE
Sasken Technologies Limited,SASKEN.NS,NSE
EIH Associated Hotels Limited,EIHAHOTELS.NS,NSE
Dhani Services Limited,DHANI.NS,NSE
Precision Wires India Limited,PRECWIRE.NS,NSE
Vidhi Specialty Food Ingredients Limited,VIDHIING.NS,NSE
Apcotex Industries Limited,APCOTEXIND.NS,NSE
Huhtamaki India Limited,HUHTAMAKI.NS,NSE
Lumax Industries Limited,LUMAXIND.NS,NSE
GOCL Corporation Limited,GOCLCORP.NS,NSE
Wendt (India) Limited,WENDT.NS,NSE
Den Networks Limited,DEN.NS,NSE
Yatra Online Limited,YATRA.NS,NSE
Honda India Power Products Limited,HONDAPOWER.NS,NSE
KCP Limited,KCP.NS,NSE
EMS Limited,EMSLIMITED.NS,NSE
Jagran Prakashan Limited,JAGRAN.NS,NSE
Sangam (India) Limited,SANGAMIND.NS,NSE
Bhansali Engineering Polymers Limited,BEPL.NS,NSE
Capacit'e Infraprojects Limited,CAPACITE.NS,NSE
Network People Services Technologies Limited,NPST.NS,NSE
Suven Life Sciences Limited,SUVEN.NS,NSE
Man Industries (India) Limited,MANINDS.NS,NSE
Prataap Snacks Limited,DIAMONDYD.NS,NSE
Centum Electronics Limited,CENTUM.NS,NSE
Venky's (India) Limited,VENKEYS.NS,NSE
IKIO Lighting Limited,IKIO.NS,NSE
TCNS Clothing Co. Limited,TCNSBRANDS.NS,NSE
Optiemus Infracom Limited,OPTIEMUS.NS,NSE
Morepen Laboratories Limited,MOREPENLAB.NS,NSE
Mukand Limited,MUKANDLTD.NS,NSE
Updater Services Limited,UDS.NS,NSE
Alembic Limited,ALEMBICLTD.NS,NSE
Rama Steel Tubes Limited,RAMASTEEL.NS,NSE
IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS,NSE
Madhya Bharat Agro Products Limited,MBAPL.NS,NSE
MM Forgings Limited,MMFL.NS,NSE
Vakrangee Limited,VAKRANGEE.NS,NSE
Tarsons Products Limited,TARSONS.NS,NSE
Astec LifeSciences Limited,ASTEC.NS,NSE
Jeena Sikho Lifecare Limited,JSLL.NS,NSE
Vishnu Chemicals Limited,VISHNU.NS,NSE
TTK Healthcare Limited,TTKHLTCARE.NS,NSE
Mahanagar Telephone Nigam Limited,MTNL.NS,NSE
Rashi Peripherals Limited,RPTECH.NS,NSE
RPSG VENTURES LIMITED,RPSGVENT.NS,NSE
Oriental Hotels Limited,ORIENTHOT.NS,NSE
GTL Infrastructure Limited,GTLINFRA.NS,NSE
Websol Energy System Limited,WEBELSOLAR.NS,NSE
Jash Engineering Limited,JASH.NS,NSE
Ugro Capital Limited,UGROCAP.NS,NSE
Som Distilleries & Breweries Limited,SDBL.NS,NSE
HPL Electric & Power Limited,HPL.NS,NSE
TCPL Packaging Limited,TCPLPACK.NS,NSE
ADF Foods Limited,ADFFOODS.NS,NSE
HMT Limited,HMT.NS,NSE
Meghmani Organics Limited,MOL.NS,NSE
Mufin Green Finance Limited,MUFIN.NS,NSE
Themis Medicare Limited,THEMISMED.NS,NSE
Panama Petrochem Limited,PANAMAPET.NS,NSE
Mangalam Cement Limited,MANGLMCEM.NS,NSE
Signpost India Limited,SIGNPOST.NS,NSE
Hi-Tech Pipes Limited,HITECH.NS,NSE
Mayur Uniquoters Ltd,MAYURUNIQ.NS,NSE
Siyaram Silk Mills Limited,SIYSIL.NS,NSE
Jindal Poly Films Limited,JINDALPOLY.NS,NSE
Krsnaa Diagnostics Limited,KRSNAA.NS,NSE
Deep Industries Limited,DEEPINDS.NS,NSE
PNB Gilts Limited,PNBGILTS.NS,NSE
HIL Limited,HIL.NS,NSE
Rico Auto Industries Limited,RICOAUTO.NS,NSE
BF Investment Limited,BFINVEST.NS,NSE
Gandhar Oil Refinery (India) Limited,GANDHAR.NS,NSE
IFGL Refractories Limited,IFGLEXPOR.NS,NSE
Barbeque Nation Hospitality Limited,BARBEQUE.NS,NSE
ANDHRA PAPER LIMITED,ANDHRAPAP.NS,NSE
IRM Energy Limited,IRMENERGY.NS,NSE
Reliance Industrial Infrastructure Limited,RIIL.NS,NSE
Shriram Properties Limited,SHRIRAMPPS.NS,NSE
Globus Spirits Limited,GLOBUSSPR.NS,NSE
Dredging Corporation of India Limited,DREDGECORP.NS,NSE
Rupa & Company Limited,RUPA.NS,NSE
S.J.S. Enterprises Limited,SJS.NS,NSE
Paramount Communications Limited,PARACABLES.NS,NSE
Expleo Solutions Limited,EXPLEOSOL.NS,NSE
Precision Camshafts Limited,PRECAM.NS,NSE
Bharat Wire Ropes Limited,BHARATWIRE.NS,NSE
GTPL Hathway Limited,GTPL.NS,NSE
Vishnu Prakash R Punglia Limited,VPRPL.NS,NSE
Ador Welding Limited,ADORWELD.NS,NSE
D. P. Abhushan Limited,DPABHUSHAN.NS,NSE
Foseco India Limited,FOSECOIND.NS,NSE
Shipping Corporation of India Land and Assets Limited,SCILAL.NS,NSE
Seshasayee Paper and Boards Limited,SESHAPAPER.NS,NSE
Jindal Drilling And Industries Limited,JINDRILL.NS,NSE
Yasho Industries Limited,YASHO.NS,NSE
Orient Green Power Company Limited,GREENPOWER.NS,NSE
Nitin Spinners Limited,NITINSPIN.NS,NSE
Goldiam International Limited,GOLDIAM.NS,NSE
Pix Transmissions Limited,PIXTRANS.NS,NSE
Sigachi Industries Limited,SIGACHI.NS,NSE
Arman Financial Services Limited,ARMANFIN.NS,NSE
Monarch Networth Capital Limited,MONARCH.NS,NSE
Amrutanjan Health Care Limited,AMRUTANJAN.NS,NSE
Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS,NSE
Pennar Industries Limited,PENIND.NS,NSE
GE Power India Limited,GEPIL.NS,NSE
Popular Vehicles and Services Limited,PVSL.NS,NSE
Jubilant Industries Limited,JUBLINDS.NS,NSE
63 moons technologies limited,63MOONS.NS,NSE
Cantabil Retail India Limited,CANTABIL.NS,NSE
Ramco Industries Limited,RAMCOIND.NS,NSE
Jyoti Structures Limited,JYOTISTRUC.NS,NSE
Vardhman Special Steels Limited,VSSL.NS,NSE
Hercules Hoists Limited,HERCULES.NS,NSE
Nalwa Sons Investments Limited,NSIL.NS,NSE
HLV LIMITED,HLVLTD.NS,NSE
Suryoday Small Finance Bank Limited,SURYODAY.NS,NSE
Tamil Nadu Newsprint & Papers Limited,TNPL.NS,NSE
Subex Limited,SUBEXLTD.NS,NSE
Rishabh Instruments Limited,RISHABH.NS,NSE
Servotech Power Systems Limited,SERVOTECH.NS,NSE
Bhagiradha Chemicals & Industries Limited,BHAGCHEM.NS,NSE
Agro Tech Foods Limited,ATFL.NS,NSE
Omaxe Limited,OMAXE.NS,NSE
Everest Industries Limited,EVERESTIND.NS,NSE
Premier Explosives Limited,PREMEXPLN.NS,NSE
GNA Axles Limited,GNA.NS,NSE
Gokul Agro Resources Limited,GOKULAGRO.NS,NSE
Talbros Automotive Components Limited,TALBROAUTO.NS,NSE
DCM Shriram Industries Limited,DCMSRIND.NS,NSE
NELCO Limited,NELCO.NS,NSE
Kalyani Investment Company Limited,KICL.NS,NSE
Motisons Jewellers Limited,MOTISONS.NS,NSE
5Paisa Capital Limited,5PAISA.NS,NSE
Kiri Industries Limited,KIRIINDUS.NS,NSE
Capital Small Finance Bank Limited,CAPITALSFB.NS,NSE
Indraprastha Medical Corporation Limited,INDRAMEDCO.NS,NSE
Aeroflex Industries Limited,AEROFLEX.NS,NSE
Sirca Paints India Limited,SIRCA.NS,NSE
Shankara Building Products Limited,SHANKARA.NS,NSE
Fairchem Organics Limited,FAIRCHEMOR.NS,NSE
B. L. Kashyap and Sons Limited,BLKASHYAP.NS,NSE
Tourism Finance Corporation of India Limited,TFCILTD.NS,NSE
Sadhana Nitrochem Limited,SADHNANIQ.NS,NSE
India Nippon Electricals Limited,INDNIPPON.NS,NSE
GVK Power & Infrastructure Limited,GVKPIL.NS,NSE
Rane Holdings Limited,RANEHOLDIN.NS,NSE
Geojit Financial Services Limited,GEOJITFSL.NS,NSE
DCW Limited,DCW.NS,NSE
Suratwwala Business Group Limited,SBGLP.NS,NSE
Bcl Industries Limited,BCLIND.NS,NSE
SMS Pharmaceuticals Limited,SMSPHARMA.NS,NSE
DPSC Limited,DPSCLTD.NS,NSE
Camlin Fine Sciences Limited,CAMLINFINE.NS,NSE
